# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	NA	UniRef90_O69264	29.104	6.01e-22	89.0	93	KMAKEL_15475 3-oxoacyl-[acyl-carrier-protein] reductase	2	246	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn04647 rxn04672 rxn25894 rxn25907 	NA	0	NA
CHLOROCATDIOXY-RXN	3,6-dichlorocatechol 1,2-dioxygenase		NA									|14DICHLORBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45	NA									|14DICHLORBENZDEG-PWY|	no_blast	NA	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716 	NA	0	NA
CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	NA	tr|Q471H8|Q471H8_CUPPJ	25.472	2.32e-27	108	82	KMAKEL_07150 lactaldehyde reductase	9	320	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	NA
MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32	NA	tr|Q471H8|Q471H8_CUPPJ	25.472	2.32e-27	108	82	KMAKEL_07150 lactaldehyde reductase	9	320	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	NA
RXN-18360	2,4-dichloro-cis,cis-muconate dehalogenase	5.5.1.11	NA									|14DICHLORBENZDEG-PWY|	no_blast	NA	rxn03018 rxn03694 	NA	0	NA
RXN-18361	RXN-18361		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-18362	RXN-18362		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	43.682	8.26e-153	453	99	KMAKEL_18645 EIICBA-Glc	9	540	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A095XFZ4	49.091	1.34e-56	172	96	KMAKEL_03080 Dihydrofolate reductase	1	163	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
5-FORMYL-THF-CYCLO-LIGASE-RXN	5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	NA	UniRef90_P0AC28	28.652	7.94e-17	71.6	98	KMAKEL_19100 5-formyltetrahydrofolate cyclo-ligase	11	180	|1CMET2-PWY|	bad_blast	NA	rxn01653 	NA	0	NA
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54		tr|H6LBX8|H6LBX8_ACEWD	66.832	8.56e-98	280	98	KMAKEL_12400 Methylene-tetrahydrofolate reductase C-terminal domain-containing protein	1	201	|1CMET2-PWY|	good_blast	NA	 	Subunit 1	0	1
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54		tr|H6LBX7|H6LBX7_ACEWD	66.359	0.0	936	99	KMAKEL_12395 electron transport complex subunit RsxC	1	651	|1CMET2-PWY|	good_blast	NA	 	Subunit 3	0	1
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54		tr|H6LBX9|H6LBX9_ACEWD	73.379	1.14e-165	459	98	KMAKEL_12405 Methylenetetrahydrofolate reductase	1	292	|1CMET2-PWY|	good_blast	NA	 	Subunit undefined	0	1
HOMOCYSMETB12-RXN	cobalamin-dependent methionine synthase	2.1.1.13	NA									|1CMET2-PWY|	no_blast	NA	rxn00693 rxn16206 rxn33979 	NA	0	NA
GCVMULTI-RXN	gcv system	1.4.1.27	NA									|1CMET2-PWY|	no_blast	NA	 	NA	0	NA
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q818R5	44.161	2.96e-80	241	95	KMAKEL_16360 Bifunctional protein FolD	7	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q12A51	44.484	7.28e-80	240	99	KMAKEL_16360 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5M583	43.463	9.96e-78	234	99	KMAKEL_16360 Bifunctional protein FolD	1	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	41.958	2.44e-76	231	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	42.756	2.60e-76	231	99	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	43.617	2.95e-74	226	98	KMAKEL_16360 Bifunctional protein FolD	1	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P54382	40.072	3.73e-74	226	98	KMAKEL_16360 Bifunctional protein FolD	7	283	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	41.489	2.08e-74	226	99	KMAKEL_16360 Bifunctional protein FolD	2	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9WJ10	41.696	2.42e-74	226	99	KMAKEL_16360 Bifunctional protein FolD	2	283	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9BWT7	44.727	1.59e-74	226	96	KMAKEL_16360 Bifunctional protein FolD	13	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A7HDC5	41.667	1.58e-74	226	97	KMAKEL_16360 Bifunctional protein FolD	7	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	40.876	5.64e-72	220	95	KMAKEL_16360 Bifunctional protein FolD	2	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0AB42	41.429	8.32e-72	219	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VTM4	42.545	6.63e-71	217	96	KMAKEL_16360 Bifunctional protein FolD	6	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5YU63	40.072	3.56e-68	210	98	KMAKEL_16360 Bifunctional protein FolD	4	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q11M18	40.830	1.31e-66	207	97	KMAKEL_16360 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	43.357	2.45e-66	206	97	KMAKEL_16360 Bifunctional protein FolD	2	277	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q9AGP6	37.809	1.54e-65	204	97	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8FLE5	42.657	3.70e-65	203	95	KMAKEL_16360 Bifunctional protein FolD	2	271	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	40.214	7.58e-65	202	99	KMAKEL_16360 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	38.112	2.27e-63	198	97	KMAKEL_16360 Bifunctional protein FolD	1	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	39.298	3.10e-63	197	99	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q82QG3	39.405	3.31e-62	195	92	KMAKEL_16360 Bifunctional protein FolD	16	283	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	39.711	4.28e-62	194	95	KMAKEL_16360 Bifunctional protein FolD	4	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GNT6	37.545	5.95e-60	189	97	KMAKEL_16360 Bifunctional protein FolD	2	277	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8L893	41.786	4.21e-60	189	99	KMAKEL_16360 Bifunctional protein FolD	3	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B6IVC0	39.863	3.72e-59	188	95	KMAKEL_16360 Bifunctional protein FolD	2	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	34.050	4.57e-59	187	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8LWI0	35.870	2.12e-58	185	97	KMAKEL_16360 Bifunctional protein FolD	7	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6A6Z2	36.299	6.62e-58	184	97	KMAKEL_16360 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2GM30	36.519	6.04e-58	184	99	KMAKEL_16360 Bifunctional protein FolD	1	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3PDH3	37.456	7.89e-58	184	93	KMAKEL_16360 Bifunctional protein FolD	6	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	34.982	1.62e-57	183	96	KMAKEL_16360 Bifunctional protein FolD	6	284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	37.993	2.48e-56	180	97	KMAKEL_16360 Bifunctional protein FolD	2	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	36.860	1.04e-54	176	97	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LRU9	36.042	1.90e-54	175	96	KMAKEL_16360 Bifunctional protein FolD	5	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	35.816	4.95e-54	174	99	KMAKEL_16360 Bifunctional protein FolD	2	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	35.740	5.19e-54	174	96	KMAKEL_16360 Bifunctional protein FolD	2	277	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	35.531	1.22e-52	171	93	KMAKEL_16360 Bifunctional protein FolD	6	277	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	35.714	9.74e-51	166	95	KMAKEL_16360 Bifunctional protein FolD	2	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	33.813	8.91e-51	166	98	KMAKEL_16360 Bifunctional protein FolD	2	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0RNE2	37.050	8.73e-51	165	99	KMAKEL_16360 Bifunctional protein FolD	3	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	34.643	2.66e-50	164	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0RDR2	33.217	8.25e-49	161	95	KMAKEL_16360 Bifunctional protein FolD	5	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1SED2	34.420	2.01e-46	155	92	KMAKEL_16360 Bifunctional protein FolD	7	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_O32879	32.975	4.07e-45	151	98	KMAKEL_16360 Bifunctional protein FolD	2	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A6LP88	34.328	3.30e-45	150	96	KMAKEL_16360 Bifunctional protein FolD	14	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q818R5	44.161	2.96e-80	241	95	KMAKEL_16360 Bifunctional protein FolD	7	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q12A51	44.484	7.28e-80	240	99	KMAKEL_16360 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q5M583	43.463	9.96e-78	234	99	KMAKEL_16360 Bifunctional protein FolD	1	282	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q1DA76	41.958	2.44e-76	231	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B2T5N8	42.756	2.60e-76	231	99	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q2FZJ6	43.617	2.95e-74	226	98	KMAKEL_16360 Bifunctional protein FolD	1	281	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_P54382	40.072	3.73e-74	226	98	KMAKEL_16360 Bifunctional protein FolD	7	283	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8GC39	41.489	2.08e-74	226	99	KMAKEL_16360 Bifunctional protein FolD	2	282	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9WJ10	41.696	2.42e-74	226	99	KMAKEL_16360 Bifunctional protein FolD	2	283	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9BWT7	44.727	1.59e-74	226	96	KMAKEL_16360 Bifunctional protein FolD	13	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A7HDC5	41.667	1.58e-74	226	97	KMAKEL_16360 Bifunctional protein FolD	7	278	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q0AB42	41.429	8.32e-72	219	98	KMAKEL_16360 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A4VTM4	42.545	6.63e-71	217	96	KMAKEL_16360 Bifunctional protein FolD	6	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1WJ68	41.304	6.95e-71	217	95	KMAKEL_16360 Bifunctional protein FolD	6	281	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q5YU63	40.072	3.56e-68	210	98	KMAKEL_16360 Bifunctional protein FolD	4	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q11M18	40.830	1.31e-66	207	97	KMAKEL_16360 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A0LLR2	43.357	2.45e-66	206	97	KMAKEL_16360 Bifunctional protein FolD	2	277	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q9AGP6	37.809	1.54e-65	204	97	KMAKEL_16360 Bifunctional protein FolD	2	284	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B8FLE5	42.657	3.70e-65	203	95	KMAKEL_16360 Bifunctional protein FolD	2	271	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q6NIZ6	40.214	7.58e-65	202	99	KMAKEL_16360 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1B5A7	39.085	8.41e-65	202	95	KMAKEL_16360 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1WUN4	38.112	2.27e-63	198	97	KMAKEL_16360 Bifunctional protein FolD	1	281	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
