# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
PHOSPHAGLYPSYN-RXN	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	NA	UniRef90_P46322	45.405	8.999999999999999e-42	141	95	KMAKEL_00230	2	173	|PWY-7817|	bad_blast	NA	rxn06045 rxn09108 rxn09109 rxn09110 rxn09111 rxn09112 rxn09113 rxn09114 rxn10259 rxn10260 rxn10261 rxn10262 rxn10263 rxn10264 rxn10949 rxn20547 rxn20553 rxn28070 rxn28975 rxn30221 rxn33925 rxn33926 rxn36951 rxn38259 	NA	0	NA
2-HEXADECENAL-REDUCTASE-RXN	2-alkenal reductase	1.3.1.27	NA	UniRef50_A0A0P8YAS4	34.091	5.38e-63	213	89	KMAKEL_00235	48	437	|PWY3DJ-11470|	good_blast	threshold	rxn01782 	Subunit undefined	0	1
GMKALT-RXN	dGMP kinase	2.7.4.13/2.7.4.12	NA	sp|P60546|KGUA_ECOLI	41.667	2.22e-43	147	98	KMAKEL_00245	4	201	|PWY-7224|	bad_blast	NA	rxn00108 rxn01509 rxn01513 	NA	0	NA
DEOXYADENYLATE-KINASE-RXN	dAMP kinase	2.7.4.13/2.7.4.11	NA	UniRef50_Q5QYH9	40.625	9.37e-41	140	91	KMAKEL_00245	5	194	|PWY-7224|	bad_blast	NA	rxn01127 	NA	0	NA
RXN0-1401	ribose 1,5-bisphosphate phosphokinase	2.7.4.23	NA	UniRef90_C1DLT0	27.568	6.46e-10	58.9	97	KMAKEL_00245	5	186	|PWY-7805|	bad_blast	NA	rxn04651 	NA	0	NA
RXN0-1401	ribose 1,5-bisphosphate phosphokinase	2.7.4.23	NA	UniRef90_C1DLT0	27.568	6.46e-10	58.9	97	KMAKEL_00245	5	186	|PWY-7807|	bad_blast	NA	rxn04651 	NA	0	NA
RXN-17940	tRNA ligase	NA	NA	UniRef90_A0PYK3	75.613	0	1312	100	KMAKEL_00275	74	889	|PWY-6689|	good_blast	threshold	 	Subunit undefined	0	1
LEUCINE--TRNA-LIGASE-RXN	leucine-tRNA ligase	6.1.1.4	NA	UniRef90_O66680	52.108	0	610	93	KMAKEL_00275	81	643	|TRNA-CHARGING-PWY|	good_blast	full	rxn06441 rxn20029 rxn38165 	Subunit 1	0	1
PREPHENATEDEHYDROG-RXN	prephenate dehydrogenase	1.3.1.12	NA	UniRef90_P20692	37.647	1.7e-71	230	91	KMAKEL_00285	17	353	|PWY-7303|	good_blast	NA	rxn01268 	NA	0	1
PREPHENATEDEHYDROG-RXN	prephenate dehydrogenase	1.3.1.12	NA	UniRef90_P20692	37.647	1.7e-71	230	91	KMAKEL_00285	17	353	|TYRSYN|	good_blast	full	rxn01268 	NA	0	1
2.5.1.19-RXN	5-enolpyruvoylshikimate-3-phosphate synthase	2.5.1.19	NA	UniRef90_B0K928	53.103	1.15e-154	447	99	KMAKEL_00290	5	439	|PWY-6163|	good_blast	threshold	rxn02476 	NA	0	1
RXN-10816	phenylpyruvate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-5317|	good_blast	NA	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	3-(4-hydroxyphenyl)pyruvate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-5754|	good_blast	full	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
RXN-10816	RXN-10816	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-6318|	good_blast	NA	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
RXN-10816	3-phenyl-2-oxopropanoate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-8014|	good_blast	full	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	3-(4-hydroxyphenyl)pyruvate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-8016|	good_blast	full	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
INDOLELACTATE-DEHYDROGENASE-RXN	indole-3-pyruvate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|TRPKYNCAT-PWY|	good_blast	full	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
INDOLELACTATE-DEHYDROGENASE-RXN	indole-3-pyruvate reductase	1.1.1.110/1.1.1.222	NA	UniRef90_J7SHB8	41.325	5.560000000000001e-72	229	96	KMAKEL_00295	6	318	|PWY-8017-2|	good_blast	full	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869 	NA	0	1
RXN0-1342	tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase	2.4.99.17	NA	UniRef90_O32054	58.997	3e-145	419	99	KMAKEL_00315	1	338	|PWY-6700|	good_blast	full	 	NA	0	1
RXN0-1342	S-adenosylmethionine--tRNA ribosyltransferase-isomerase	2.4.99.17	NA	UniRef90_O32054	58.997	3e-145	419	99	KMAKEL_00315	1	338	|PWY-8106|	good_blast	threshold	 	NA	0	1
RXN-14517	tRNAPhe (guanine37-N1)-methyltransferase	2.1.1.228	NA	UniRef90_B9DPK1	49.16	4.78e-81	246	94	KMAKEL_00320	6	243	|PWY-6829|	good_blast	NA	rxn22921 	NA	0	1
RXN-14517	tRNA (guanine37-N1)-methyltransferase	2.1.1.228	NA	UniRef90_B9DPK1	49.16	4.78e-81	246	94	KMAKEL_00320	6	243	|PWY-7285|	good_blast	NA	rxn22921 	NA	0	1
RXN-14517	tRNA (guanine37-N1)-methyltransferase	2.1.1.228	NA	UniRef90_B9DPK1	49.16	4.78e-81	246	94	KMAKEL_00320	6	243	|PWY-7286|	good_blast	NA	rxn22921 	NA	0	1
RXN2B4Q-67	ABC-type lipid A-core oligosaccharide transporter	7.5.2.6	NA	UniRef90_Q31FG2	31.942	4.41e-71	242	82	KMAKEL_00360	94	569	|PWY2B4Q-8|	good_blast	NA	 	NA	0	1
RXN-23615	ATP-dependent lipid A-core flippase	7.5.2.6	NA	UniRef90_Q31FG2	31.942	4.41e-71	242	82	KMAKEL_00360	94	569	|PWY2DNV-4|	good_blast	NA	 	NA	0	1
TRANS-RXN-171	iron regulated transporter	NA	NA	UniRef90_P9WQJ7	28.343	5.4000000000000005e-58	206	84	KMAKEL_00360	99	580	|PWY-5934|	good_blast	NA	 	NA	0	1
RXN2B4Q-67	ABC-type lipid A-core oligosaccharide transporter	7.5.2.6	NA	UniRef90_Q2KYS6	30.539	4.8299999999999997e-60	214	82	KMAKEL_00365	88	585	|PWY2B4Q-8|	good_blast	NA	 	NA	0	1
RXN-23615	ATP-dependent lipid A-core flippase	7.5.2.6	NA	UniRef90_Q2KYS6	30.539	4.8299999999999997e-60	214	82	KMAKEL_00365	88	585	|PWY2DNV-4|	good_blast	NA	 	NA	0	1
TRANS-RXN-171	iron regulated transporter	NA	NA	UniRef90_P9WQJ7	26.587	1.58e-60	215	98	KMAKEL_00365	18	597	|PWY-5934|	good_blast	NA	 	NA	0	1
RXN-15122	threonine deaminase	4.3.1.19/4.2.1.16	NA	UniRef90_Q4L7U4	40.751	4.66e-63	211	81	KMAKEL_00405	9	344	|ILEUSYN-PWY|	good_blast	full	rxn00165 rxn00737 rxn07054 	NA	0	1
RXN-15125	L-serine dehydratase	4.3.1.17/4.2.1.13	NA	sp|P0AGF6|TDCB_ECOLI	48.297	1.0599999999999999e-89	276	97	KMAKEL_00405	4	323	|PWY-3661|	good_blast	NA	rxn00165 rxn00426 rxn07054 rxn14245 rxn30061 	Subunit undefined	0	1
RXN-15122	catabolic threonine dehydratase	4.3.1.19/4.2.1.16	NA	UniRef90_Q4L7U4	40.751	4.66e-63	211	81	KMAKEL_00405	9	344	|PWY-5437|	good_blast	full	rxn00165 rxn00737 rxn07054 	NA	0	1
RXN-15125	L-serine ammonia-lyase	4.3.1.17/4.2.1.13	NA	sp|P0AGF6|TDCB_ECOLI	48.297	1.0599999999999999e-89	276	97	KMAKEL_00405	4	323	|PWY-5497|	good_blast	threshold	rxn00165 rxn00426 rxn07054 rxn14245 rxn30061 	Subunit undefined	0	1
RXN-15122	RXN-15122	4.3.1.19/4.2.1.16	NA	UniRef90_Q4L7U4	40.751	4.66e-63	211	81	KMAKEL_00405	9	344	|PWY-5826|	good_blast	NA	rxn00165 rxn00737 rxn07054 	NA	0	1
THREDEHYD-RXN	L-threonine deaminase	4.3.1.19/4.2.1.16	NA	UniRef90_Q4L7U4	40.751	4.66e-63	211	81	KMAKEL_00405	9	344	|PWY66-428|	good_blast	full	rxn00165 rxn00737 rxn07054 	NA	0	1
RXN-15125	RXN-15125	4.3.1.17/4.2.1.13	NA	sp|P0AGF6|TDCB_ECOLI	48.297	1.0599999999999999e-89	276	97	KMAKEL_00405	4	323	|PWY-8325|	good_blast	threshold	rxn00165 rxn00426 rxn07054 rxn14245 rxn30061 	Subunit undefined	0	1
THREDEHYD-RXN	THREDEHYD-RXN	4.3.1.19/4.2.1.16	NA	UniRef90_Q4L7U4	40.751	4.66e-63	211	81	KMAKEL_00405	9	344	|PWY-8443|	good_blast	NA	rxn00165 rxn00737 rxn07054 	NA	0	1
RXN-15125	catabolic threonine dehydratase	4.3.1.17/4.2.1.13	NA	sp|P0AGF6|TDCB_ECOLI	48.297	1.0599999999999999e-89	276	97	KMAKEL_00405	4	323	|SERDEG-PWY|	good_blast	full	rxn00165 rxn00426 rxn07054 rxn14245 rxn30061 	Subunit undefined	0	1
RXN-9590	phosphate acyltransferase	2.3.1.274	NA	UniRef90_Q8XJN6	44.118	4.03e-101	305	96	KMAKEL_00430	5	344	|PWY-5981|	good_blast	NA	 	NA	0	1
RXN-23036	acyl-carrier protein	NA	NA	UniRef90_A0Q0Z2	42.815	1.21e-101	306	98	KMAKEL_00430	5	345	|PWY-8358|	good_blast	NA	 	Subunit undefined	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|METH-ACETATE-PWY|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	ACETATEKIN-RXN	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|P124-PWY|	good_blast	NA	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|P161-PWY|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|P163-PWY|	good_blast	keyenzyme	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|P164-PWY|	good_blast	NA	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|P3-PWY|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY0-1312|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY0-1477|	good_blast	full	rxn00225 	NA	0	1
PROPKIN-RXN	propionate kinase	2.7.2.7/2.7.2.1/2.7.2.15/2.7.2.14	NA	UniRef90_A1S5P6	45.707	3.89e-120	357	98	KMAKEL_00475	3	393	|PWY-5437|	good_blast	full	rxn02812 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-5482|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-5497|	good_blast	threshold	rxn00225 	NA	0	1
PROPKIN-RXN	propionate kinase	2.7.2.7/2.7.2.1/2.7.2.15/2.7.2.14	NA	UniRef90_A1S5P6	45.707	3.89e-120	357	98	KMAKEL_00475	3	393	|PWY-7013|	good_blast	full	rxn02812 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-8015|	good_blast	full	rxn00225 	NA	0	1
ACETATEKIN-RXN	ACETATEKIN-RXN	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-8086|	good_blast	threshold	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-8303|	good_blast	threshold	rxn00225 	NA	0	1
ACETATEKIN-RXN	acetate kinase	2.7.2.15/2.7.2.1	NA	UniRef90_C4LFE6	47.487	2.88e-136	397	99	KMAKEL_00475	3	393	|PWY-8377|	good_blast	NA	rxn00225 	NA	0	1
ACETATEKIN-RXN	ACETATEKIN-RXN	2.7.2.1	NA	UniRef90_Q24U35	57.935	6.41e-174	493	99	KMAKEL_00475	1	395	BIFIDOSHUNT2	good_blast	NA	rxn00225 	NA	0	1
PHOSACETYLTRANS-RXN	phosphotransacetylase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|METH-ACETATE-PWY|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	PEPDEPHOS-RXN	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|P122-PWY|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|P161-PWY|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphotransacetylase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|P163-PWY|	good_blast	keyenzyme	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|P3-PWY|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY0-1312|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY0-1477|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-1281|	good_blast	full	rxn00173 	NA	0	1
PTAALT-RXN	phosphate propanoyltransferase	2.3.1.222	NA	UniRef90_A0A285Q035	64.201	8.079999999999999e-150	428	91	KMAKEL_00480	4	341	|PWY-5437|	good_blast	full	rxn00670 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-5482|	good_blast	full	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphotransacetylase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-5497|	good_blast	threshold	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	phosphate acetyltransferase	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-6637|	good_blast	NA	rxn00173 	NA	0	1
PTAALT-RXN	phosphate propanoyltransferase	2.3.1.222	NA	UniRef90_A0A285Q035	64.201	8.079999999999999e-150	428	91	KMAKEL_00480	4	341	|PWY-7013|	good_blast	full	rxn00670 	NA	0	1
PHOSACETYLTRANS-RXN	PHOSACETYLTRANS-RXN	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-8086|	good_blast	threshold	rxn00173 	NA	0	1
PHOSACETYLTRANS-RXN	PHOSACETYLTRANS-RXN	2.3.1.8	NA	UniRef90_Q6GJ80	46.957	3.2300000000000002e-99	298	99	KMAKEL_00480	1	341	|PWY-8377|	good_blast	NA	rxn00173 	NA	0	1
4.1.1.81-RXN	threonine-phosphate decarboxylase	4.1.1.81	NA	UniRef90_Q8R5U4	35.526	3.75e-72	232	97	KMAKEL_00525	1	380	|PWY-5443|	good_blast	full	rxn04385 	NA	0	1
CHORISMATE-SYNTHASE-RXN	chorismate synthase	4.2.3.5/4.6.1.4	NA	UniRef90_Q0C3Z3	45.192	2.15e-90	280	98	KMAKEL_00600	1	410	|PWY-6163|	good_blast	threshold	rxn01255 	NA	0	1
GSAAMINOTRANS-RXN	glutamate-1-semialdehyde 2,1-aminomutase	5.4.3.8	NA	UniRef90_Q897K4	44.498	2.04e-123	366	99	KMAKEL_00610	6	410	|PWY-5188|	good_blast	full	rxn01629 rxn27920 	NA	0	1
PORPHOBILSYNTH-RXN	porphobilinogen synthase	4.2.1.24	NA	UniRef90_O67876	56.23	4.6499999999999997e-138	397	95	KMAKEL_00615	26	338	|PWY-5188|	good_blast	full	rxn00029 	NA	0	1
PORPHOBILSYNTH-RXN	porphobilinogen synthase	4.2.1.24	NA	UniRef90_O67876	56.23	4.6499999999999997e-138	397	95	KMAKEL_00615	26	338	|PWY-5189|	good_blast	full	rxn00029 	NA	0	1
UROGENIIISYN-RXN	uroporphyrinogen III cosynthetase	4.2.1.75	NA	UniRef90_Q59294	47.082	7.860000000000001e-157	458	98	KMAKEL_00620	1	488	|PWY-5188|	good_blast	full	rxn02264 rxn34012 	NA	0	1
UROGENIIISYN-RXN	uroporphyrinogen III synthase	4.2.1.75	NA	UniRef90_Q59294	47.082	7.860000000000001e-157	458	98	KMAKEL_00620	1	488	|PWY-5189|	good_blast	full	rxn02264 rxn34012 	NA	0	1
UROPORIIIMETHYLTRANSA-RXN	uroporphyrin-III (C2)-methyltransferase	2.1.1.107	NA	UniRef90_O34744	48.77	3.1400000000000005e-73	234	95	KMAKEL_00620	4	247	|PWY-5194|	good_blast	full	rxn02287 rxn02776 rxn05005 rxn05006 	NA	0	1
UROPORIIIMETHYLTRANSA-RXN	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase	2.1.1.107	NA	UniRef90_O34744	48.77	3.1400000000000005e-73	234	95	KMAKEL_00620	4	247	|PWY-5196|	good_blast	NA	rxn02287 rxn02776 rxn05005 rxn05006 	NA	0	1
RXN-8675	uroporphyrin-III (C7)-methyltransferase	2.1.1.107	NA	UniRef90_O34744	48.77	3.1400000000000005e-73	234	95	KMAKEL_00620	4	247	|PWY-7376|	good_blast	NA	rxn02287 rxn02776 rxn05005 rxn05006 	NA	0	1
RXN-8675	uroporphyrinogen-III (C7)-methyltransferase	2.1.1.107	NA	UniRef90_O34744	48.77	3.1400000000000005e-73	234	95	KMAKEL_00620	4	247	|PWY-7377|	good_blast	NA	rxn02287 rxn02776 rxn05005 rxn05006 	NA	0	1
OHMETHYLBILANESYN-RXN	porphobilinogen deaminase	2.5.1.61/4.3.1.8	NA	UniRef90_Q65VX7	41.86	7.95e-69	223	95	KMAKEL_00625	152	441	|PWY-5188|	good_blast	full	rxn00060 rxn30032 	NA	0	1
OHMETHYLBILANESYN-RXN	porphobilinogen deaminase	2.5.1.61/4.3.1.8	NA	UniRef90_Q65VX7	41.86	7.95e-69	223	95	KMAKEL_00625	152	441	|PWY-5189|	good_blast	full	rxn00060 rxn30032 	NA	0	1
RXN-21525	porphobilinogen deaminase	2.5.1.61/4.3.1.8	NA	UniRef90_Q65VX7	41.86	7.95e-69	223	95	KMAKEL_00625	152	441	|PWY-8159|	good_blast	full	rxn00060 rxn30032 	NA	0	1
5.4.1.2-RXN	precorrin-8x methylmutase	5.4.99.61/5.4.1.2	NA	UniRef90_P9WP87	36.564	3.01e-29	111	93	KMAKEL_00700	13	237	|PWY-7376|	bad_blast	NA	rxn03512 rxn04052 	NA	0	NA
R345-RXN	adenosyl-cobyric acid synthase	6.3.5.10	NA	sp|P29932|COBQ_SINSX	53.376	3.18e-171	493	98	KMAKEL_00705	2	472	|PWY-7962|	good_blast	NA	rxn03540 	Subunit undefined	0	1
4.1.1.81-RXN	threonine-phosphate decarboxylase	4.1.1.81	NA	UniRef90_Q8R5U4	36.599	5.25e-69	224	94	KMAKEL_00710	31	371	|PWY-5443|	good_blast	full	rxn04385 	NA	0	1
RXN-6261	adenosylcobinamide-phosphate synthase	6.3.1.10	NA	UniRef50_D5DQ90	38.978	2.15e-70	224	93	KMAKEL_00715	1	311	|PWY-7962|	good_blast	NA	rxn04384 rxn05054 rxn19001 	NA	0	1
RXN-6261	adenosylcobinamide-phosphate synthase	6.3.1.10	NA	UniRef50_D5DQ90	38.978	2.15e-70	224	93	KMAKEL_00715	1	311	|PWY-7972|	good_blast	NA	rxn04384 rxn05054 rxn19001 	NA	0	1
RXN-8212	siroheme amidase	NA	NA	tr|Q9F2A0|Q9F2A0_ALLVI	32.938	2.34e-72	238	90	KMAKEL_00720	7	418	|PWY-5297|	good_blast	NA	 	NA	0	1
RXN-8769	cobyrinate A,C-diamide synthase	6.3.5.11	NA	UniRef90_A0L8B9	32.28	1.57e-75	246	94	KMAKEL_00720	4	438	|PWY-7377|	good_blast	NA	rxn06979 rxn16440 rxn16441 	NA	0	1
RXN-8761	cobalt-precorrin-3 (C17)-methyltransferase	2.1.1.272	NA	sp|Q05590|CBIH_SALTY	48.739	2.13e-81	246	99	KMAKEL_00730	4	238	|PWY-7377|	good_blast	NA	 	NA	0	1
