# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-10814	L-phenylalanine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-5079|	good_blast	full	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-5081|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-7737	L,L-diaminopimelate aminotransferase	2.6.1.83	NA	UniRef90_B8CX89	29.859	1.3199999999999998e-52	179	90	KDHFCO_00365	32	382	|PWY-5097|	good_blast	NA	rxn07441 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-5151|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-8119	2-furaldehyde phosphate aminotransferase	2.6.1.108	NA	UniRef50_A0A176S6M2	31.978	9.44e-46	160	99	KDHFCO_00365	24	387	|PWY-5254|	good_blast	NA	 	NA	0	1
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	2-aminoadipate transaminase	2.6.1.39	NA	UniRef90_P58350	33.062	1.19e-60	201	88	KDHFCO_00365	32	384	|PWY-5283|	good_blast	NA	rxn01423 rxn33144 	NA	0	1
RXN-8956	L-arginine:pyruvate transaminase	2.6.1.84	NA	UniRef90_Q9HUI9	33.053	6.89e-55	185	89	KDHFCO_00365	32	382	|PWY-5742|	good_blast	NA	rxn11731 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-5754|	good_blast	threshold	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-581|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-5886|	good_blast	full	rxn00483 rxn01947 rxn06810 	NA	0	1
R15-RXN	L-methionine transaminase	2.6.1.88	NA	UniRef90_P77806	30.141	2.5899999999999997e-54	184	91	KDHFCO_00365	33	383	|PWY-6053|	good_blast	NA	rxn14382 rxn20668 rxn37695 	NA	0	1
PREPHENATE-TRANSAMINE-RXN	aspartate-prephenate aminotransferase	2.6.1.79	NA	UniRef90_Q82WA8	31.72	6.91e-60	198	92	KDHFCO_00365	32	387	|PWY-6120|	good_blast	NA	rxn05036 rxn28083 	NA	0	1
PREPHENATE-ASP-TRANSAMINE-RXN	glutamate-prephenate aminotransferase	2.6.1.78	NA	UniRef90_Q8KDS8	35.616	1.7300000000000002e-66	216	90	KDHFCO_00365	32	383	|PWY-6120|	good_blast	NA	rxn01270 	NA	0	1
RXN-10814	L-phenylalanine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-6318|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
RXN-11737	L-cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-6638|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	2-aminoadipate-2-oxoglutarate aminotransferase	2.6.1.39	NA	UniRef90_P58350	33.062	1.19e-60	201	88	KDHFCO_00365	32	384	|PWY66-425|	good_blast	NA	rxn01423 rxn33144 	NA	0	1
RXN-11737	L-cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-6642|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
RXN-11737	cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-6643|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
R15-RXN	R15-RXN	2.6.1.88	NA	UniRef90_P77806	30.141	2.5899999999999997e-54	184	91	KDHFCO_00365	33	383	|PWY-6854|	good_blast	keyenzyme	rxn14382 rxn20668 rxn37695 	NA	0	1
RXN-13697	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-7115|	good_blast	threshold	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-7117|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-7383|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-7514|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-7518|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-10814	L-phenylalanine transaminase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-8014|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine transaminase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-8016|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
ASPAMINOTRANS-RXN	ASPAMINOTRANS-RXN	2.6.1.1	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|TCA-1|	good_blast	threshold	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan aminotransferase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|TRPIAACAT-PWY|	good_blast	keyenzyme	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|TRPKYNCAT-PWY|	good_blast	full	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|TYRFUMCAT-PWY|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|TYRSYN|	good_blast	full	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	36.264	5.02e-71	227	91	KDHFCO_00365	32	386	|PWY-8017-2|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
GCVMULTI-RXN	gcv system	1.4.1.27	NA	sp|P72740|DLDH_SYNY3	32.7	5.58e-62	208	99	KDHFCO_00385	5	462	|1CMET2-PWY|	good_blast	threshold	 	NA	0	1
RXN-8629	lipoamide dehydrogenase	1.8.1.4/1.6.4.3	NA	UniRef90_P21880	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|GLYCINE-SYN2-PWY|	good_blast	NA	rxn00154 rxn00908 rxn01241 rxn01418 rxn06493 rxn08094 rxn12189 rxn12950 rxn15694 rxn17269 rxn24411 rxn24412 rxn25042 rxn25977 rxn28546 rxn31657 rxn37575 rxn37652 rxn37653 rxn37654 rxn37655 rxn37656 rxn37894 rxn37895 	NA	0	1
RXN-8629	lipoamide dehydrogenase	1.8.1.4/1.6.4.3	NA	UniRef90_P21880	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|GLYCLEAV-PWY|	good_blast	NA	rxn00154 rxn00908 rxn01241 rxn01418 rxn06493 rxn08094 rxn12189 rxn12950 rxn15694 rxn17269 rxn24411 rxn24412 rxn25042 rxn25977 rxn28546 rxn31657 rxn37575 rxn37652 rxn37653 rxn37654 rxn37655 rxn37656 rxn37894 rxn37895 	NA	0	1
2KETO-3METHYLVALERATE-RXN	(S)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	1.2.1.25	NA	sp|P21880|DLDH1_BACSU	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|ILEUDEG-PWY|	good_blast	NA	rxn00899 rxn01207 rxn02269 rxn27481 	Subunit undefined	0	1
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	4-methyl-2-oxopentanoate dehydrogenase (acylating)	1.2.1.25	NA	sp|P21880|DLDH1_BACSU	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|LEU-DEG2-PWY|	good_blast	NA	rxn00899 rxn01207 rxn02269 rxn27481 	Subunit undefined	0	1
MERCURY-II-REDUCTASE-RXN	mercury(II) reductase	1.16.1.1	NA	UniRef90_D9J041	35.307	2.82e-69	230	81	KDHFCO_00385	11	458	|P641-PWY|	good_blast	NA	rxn02021 	NA	0	1
GCVMULTI-RXN	glycine decarboxylase	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-181|	good_blast	NA	 	Subunit undefined	0	1
1.8.1.15-RXN	mycothione reductase	1.8.1.15	NA	UniRef90_P9WHH3	29.436	1.5e-41	153	97	KDHFCO_00385	11	458	|PWY1G-126|	good_blast	NA	rxn03981 rxn03982 rxn07095 rxn17268 	NA	0	1
GCVMULTI-RXN	glycine cleavage complex	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-2201|	good_blast	NA	 	NA	0	1
GCVMULTI-RXN	glycine decarboxylase	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-3841|	good_blast	threshold	 	Subunit undefined	0	1
GLUTATHIONE-REDUCT-NADPH-RXN	glutathione reductase	1.8.1.7/1.6.4.2	NA	UniRef90_P43783	28.319	2.35e-50	177	98	KDHFCO_00385	11	456	|PWY-4081|	good_blast	NA	rxn00070 rxn00086 rxn32133 	NA	0	1
RXN-6702	glutathione amide reductase	1.8.1.16	NA	UniRef90_D0VWY5	29.103	4.6e-53	184	96	KDHFCO_00385	11	463	|PWY-4181|	good_blast	NA	rxn16405 	NA	0	1
RXN-7719	dihydrolipoyl dehydrogenase	1.8.1.4/1.6.4.3	NA	UniRef90_P21880	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PWY-5046|	good_blast	full	rxn00154 rxn00908 rxn01241 rxn01418 rxn06493 rxn08094 rxn12189 rxn12950 rxn15694 rxn17269 rxn24411 rxn24412 rxn25042 rxn25977 rxn28546 rxn31657 rxn37575 rxn37652 rxn37653 rxn37654 rxn37655 rxn37656 rxn37894 rxn37895 	NA	0	1
PYRNUTRANSHYDROGEN-RXN	NAD(P) transhydrogenase	1.6.1.1/1.6.1.3	NA	UniRef90_A5U665	31.398	7.37e-50	176	96	KDHFCO_00385	9	462	|PWY-5083|	good_blast	threshold	 	NA	0	1
RXN-7716	dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase	1.8.1.4/1.6.4.3	NA	UniRef90_P21880	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PWY-5084|	good_blast	NA	rxn00154 rxn00908 rxn01241 rxn01418 rxn06493 rxn08094 rxn12189 rxn12950 rxn15694 rxn17269 rxn24411 rxn24412 rxn25042 rxn25977 rxn28546 rxn31657 rxn37575 rxn37652 rxn37653 rxn37654 rxn37655 rxn37656 rxn37894 rxn37895 	NA	0	1
PYRUVDEH-RXN	pyruvate dehydrogenase	1.2.1.104	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-5482|	good_blast	full	 	Subunit undefined	0	1
2OXOGLUTARATEDEH-RXN	2-oxoglutarate dehydrogenase complex	1.2.1.105	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-5690|	good_blast	threshold	 	Subunit undefined	0	1
RXN-22437	acetoin dehydrogenase system	2.3.1.190	NA	tr|Q3A7N7|Q3A7N7_SYNC1	39.446	4.3e-102	313	99	KDHFCO_00385	11	472	|PWY-6028|	good_blast	full	rxn09953 rxn16365 	Subunit undefined	0	1
2OXOGLUTARATEDEH-RXN	2-oxoglutarate dehydrogenase complex	1.2.1.105	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY66-398|	good_blast	NA	 	Subunit undefined	0	1
RXN-15365	3,3'-disulfanediyldipropannoate dehydrogenase	NA	NA	tr|B3TZD6|B3TZD6_9BURK	42.521	1.7e-106	329	75	KDHFCO_00385	5	467	|PWY-7462|	good_blast	NA	 	NA	0	1
RXN-19671	phylloquinone reductase	1.6.5.2	NA	UniRef90_P9WHH7	29.701	4.8200000000000006e-43	158	93	KDHFCO_00385	12	463	|PWY-7999|	good_blast	NA	rxn05747 rxn06429 rxn07251 rxn08976 rxn08977 rxn08979 rxn10995 rxn11156 rxn11994 rxn15674 rxn20291 rxn22764 rxn36779 rxn36780 rxn36781 rxn36782 rxn36783 rxn36784 rxn36785 rxn36786 rxn36787 rxn36788 rxn36789 rxn36790 rxn36791 rxn36792 rxn36793 rxn36794 rxn36795 rxn36796 rxn36797 rxn36798 rxn36799 rxn36800 rxn36801 rxn36802 rxn36803 rxn36804 rxn36805 rxn36806 rxn36807 rxn36808 rxn36809 rxn36810 rxn36811 rxn36812 rxn36813 rxn36814 rxn36815 rxn36816 rxn36817 rxn36818 rxn36819 rxn36820 rxn36821 rxn36822 rxn36823 rxn36824 rxn36825 rxn36826 rxn36827 rxn36828 rxn36829 rxn36830 rxn36831 rxn36832 rxn36833 rxn36834 rxn36835 rxn36836 rxn36837 rxn36838 rxn36839 rxn36840 rxn36841 rxn36842 rxn36843 rxn36844 rxn36845 rxn36846 rxn36847 rxn36848 rxn36849 rxn36850 rxn36851 rxn36857 rxn36889 rxn36919 rxn36921 rxn36923 rxn37623 rxn37624 	NA	0	1
2KETO-3METHYLVALERATE-RXN	(S)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	1.2.1.25	NA	sp|P21880|DLDH1_BACSU	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PWY-8173|	good_blast	threshold	rxn00899 rxn01207 rxn02269 rxn27481 	Subunit undefined	0	1
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	4-methyl-2-oxopentanoate dehydrogenase (acylating)	1.2.1.25	NA	sp|P21880|DLDH1_BACSU	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PWY-8174|	good_blast	keyenzyme	rxn00899 rxn01207 rxn02269 rxn27481 	Subunit undefined	0	1
1.2.1.25-RXN	2-oxoisovalerate dehydrogenase	1.2.1.25	NA	sp|P21880|DLDH1_BACSU	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PWY-8175|	good_blast	threshold	rxn00899 rxn01207 rxn02269 rxn27481 	Subunit undefined	0	1
GCVMULTI-RXN	glycine cleavage system	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-8303|	good_blast	NA	 	Subunit undefined	0	1
GCVMULTI-RXN	glycine-cleavage system	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-8362|	good_blast	NA	 	Subunit undefined	0	1
GCVMULTI-RXN	glycine cleavage system	1.4.1.27	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|PWY-8363|	good_blast	NA	 	Subunit undefined	0	1
RXN0-1132	dihydrolipoyl dehydrogenase	1.8.1.4/1.6.4.3	NA	UniRef90_P21880	53.797	6.65e-175	498	99	KDHFCO_00385	1	472	|PYRUVDEHYD-PWY|	good_blast	full	rxn00154 rxn00908 rxn01241 rxn01418 rxn06493 rxn08094 rxn12189 rxn12950 rxn15694 rxn17269 rxn24411 rxn24412 rxn25042 rxn25977 rxn28546 rxn31657 rxn37575 rxn37652 rxn37653 rxn37654 rxn37655 rxn37656 rxn37894 rxn37895 	NA	0	1
2OXOGLUTARATEDEH-RXN	2-oxoglutarate dehydrogenase complex	1.2.1.105	NA	sp|P0A9P0|DLDH_ECOLI	40.773	4.33e-102	313	96	KDHFCO_00385	9	467	|TCA-1|	good_blast	threshold	 	Subunit undefined	0	1
