# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
CHLOROBENDDH-RXN	1,4-dichlorobenzene cis-dihydrodiol dehydrogenase	1.3.1.119	NA	UniRef90_O69264	31.418	6.56e-26	99.8	92	EGBHEG_12445 3-oxoacyl-[acyl-carrier-protein] reductase FabG	3	244	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn04647 rxn04672 rxn25894 rxn25907 	NA	0	NA
CHLOROCATDIOXY-RXN	3,6-dichlorocatechol 1,2-dioxygenase		NA									|14DICHLORBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
DIENELACHYDRO-RXN	2-chloro-trans-dienelactone hydrolase	3.1.1.45	NA	UniRef90_Q8ZAL4	23.443	0.008	34.3	84	EGBHEG_20490 Acyl-CoA thioesterase	135	402	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn02747 rxn03800 rxn03801 rxn04650 rxn04653 rxn07908 rxn07909 rxn15998 rxn16082 rxn16084 rxn31706 rxn31716 	NA	0	NA
CHLOROMALERED-RXN	2-chloromaleylacetate reductase	1.3.1.32	NA	UniRef90_P94135	27.660	7.51e-37	134	95	EGBHEG_12345 Alcohol dehydrogenase, class IV	6	381	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	NA
MALEYLACETATE-REDUCTASE-RXN	2-maleylacetate reductase	1.3.1.32		tr|Q8NR93|Q8NR93_CORGL	31.135	1.60e-44	154	95	EGBHEG_12345 Alcohol dehydrogenase, class IV	7	381	|14DICHLORBENZDEG-PWY|	good_blast	NA	rxn02141 rxn02142 rxn03656 rxn16086 rxn20159 	NA	0	1
RXN-18360	2,4-dichloro-cis,cis-muconate dehalogenase	5.5.1.11	NA	sp|P27099|TCBD_PSESQ	24.501	3.10e-14	70.5	82	EGBHEG_07815 Galactonate dehydratase	47	393	|14DICHLORBENZDEG-PWY|	bad_blast	NA	rxn03018 rxn03694 	NA	0	NA
RXN-18361	RXN-18361		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-18362	RXN-18362		NA									|14DICHLORBENZDEG-PWY|	spontaneous	NA	 	NA	0	NA
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	44.583	8.96e-158	465	99	EGBHEG_26550 PTS system glucose-specific EIICBA component	9	524	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	36.201	1.57e-105	324	99	EGBHEG_06305 PTS system maltose-specific EIICB component	5	527	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	34.701	4.62e-91	285	96	EGBHEG_08705 PTS glucose transporter subunit IIBC	1	455	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A3P6JD90	32.804	6.24e-90	284	99	EGBHEG_07070 PTS system alpha-glucoside-specific EIICB component	5	527	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit 2	0	1
DIHYDROFOLATEREDUCT-RXN	dihydrofolate reductase	1.5.1.3/1.5.1.4		UniRef50_A0A0S2I0B4	50.000	3.70e-49	153	94	EGBHEG_06015 Dihydrofolate reductase	2	160	|1CMET2-PWY|	good_blast	NA	rxn00684 rxn00685 rxn00686 rxn00687 rxn01601 rxn01602 rxn12649 rxn14120 rxn32434 	Subunit undefined	0	1
5-FORMYL-THF-CYCLO-LIGASE-RXN	5-formyltetrahydrofolate cyclo-ligase	6.3.3.2	NA	UniRef90_P44905	30.556	2.33e-24	92.0	94	EGBHEG_23705 5-formyltetrahydrofolate cyclo-ligase	7	183	|1CMET2-PWY|	bad_blast	NA	rxn01653 	NA	0	NA
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54	NA									|1CMET2-PWY|	no_blast	NA	 	Subunit 1	0	NA
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54	NA									|1CMET2-PWY|	no_blast	NA	 	Subunit 3	0	NA
RXN-22438	5,10-methylenetetrahydrofolate reductase	1.5.1.54	NA	tr|H6LBX9|H6LBX9_ACEWD	24.088	3.14e-21	90.9	91	EGBHEG_00385 bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase	313	576	|1CMET2-PWY|	bad_blast	NA	 	Subunit undefined	0	NA
HOMOCYSMETB12-RXN	cobalamin-dependent methionine synthase	2.1.1.13		UniRef90_Q49775	30.919	3.58e-171	536	99	EGBHEG_16265 methionine synthase	7	1182	|1CMET2-PWY|	good_blast	NA	rxn00693 rxn16206 rxn33979 	NA	0	1
GCVMULTI-RXN	gcv system	1.4.1.27	NA									|1CMET2-PWY|	no_blast	NA	 	NA	0	NA
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q818R5	50.542	9.27e-93	273	97	EGBHEG_22050 Bifunctional protein FolD	4	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P54382	45.848	2.29e-85	254	98	EGBHEG_22050 Bifunctional protein FolD	4	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5M583	44.043	1.54e-84	252	98	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0AB42	39.286	1.18e-78	237	98	EGBHEG_22050 Bifunctional protein FolD	3	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q2FZJ6	42.599	2.46e-78	236	97	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A4VTM4	41.241	2.61e-76	231	97	EGBHEG_22050 Bifunctional protein FolD	4	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_P24186	41.219	3.46e-75	228	97	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q12A51	39.068	2.31e-74	226	99	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A1WUN4	38.214	4.03e-74	226	97	EGBHEG_22050 Bifunctional protein FolD	3	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A3PDH3	41.404	1.13e-73	225	96	EGBHEG_22050 Bifunctional protein FolD	1	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q83EK7	39.068	1.47e-73	224	99	EGBHEG_22050 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0TFC9	39.483	2.39e-71	219	94	EGBHEG_22050 Bifunctional protein FolD	3	272	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8EG21	39.785	3.02e-71	218	98	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8FTH7	39.785	4.79e-70	215	98	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9BWT7	39.427	2.82e-68	211	98	EGBHEG_22050 Bifunctional protein FolD	3	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q82QG3	35.766	5.24e-68	210	94	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B6IVC0	38.596	2.90e-67	209	94	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A5WGG4	38.351	1.21e-67	209	96	EGBHEG_22050 Bifunctional protein FolD	5	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0KJD4	37.634	1.47e-67	209	97	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q11M18	39.721	3.40e-67	208	96	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A7HDC5	38.686	3.62e-67	207	97	EGBHEG_22050 Bifunctional protein FolD	4	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LLR2	37.193	1.28e-66	207	97	EGBHEG_22050 Bifunctional protein FolD	2	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1DA76	37.113	1.63e-66	206	99	EGBHEG_22050 Bifunctional protein FolD	1	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GNT6	36.429	1.17e-66	206	98	EGBHEG_22050 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2T5N8	39.502	5.11e-66	205	97	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8FLE5	37.884	7.57e-64	200	97	EGBHEG_22050 Bifunctional protein FolD	3	278	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B8GC39	34.643	1.43e-63	199	98	EGBHEG_22050 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6A6Z2	37.729	2.33e-63	198	94	EGBHEG_22050 Bifunctional protein FolD	3	272	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8P8Q4	36.462	6.37e-63	197	94	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q5YU63	36.691	5.82e-63	197	98	EGBHEG_22050 Bifunctional protein FolD	5	281	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A9WJ10	37.269	6.78e-63	197	95	EGBHEG_22050 Bifunctional protein FolD	3	272	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q6NIZ6	39.695	2.64e-62	195	93	EGBHEG_22050 Bifunctional protein FolD	16	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8L893	36.131	4.62e-61	192	99	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q9AGP6	36.786	1.09e-60	191	96	EGBHEG_22050 Bifunctional protein FolD	2	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q8FRU9	39.080	1.50e-59	188	91	EGBHEG_22050 Bifunctional protein FolD	17	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q4JTI3	38.686	7.97e-59	186	95	EGBHEG_22050 Bifunctional protein FolD	5	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2GM30	33.562	3.59e-58	185	98	EGBHEG_22050 Bifunctional protein FolD	3	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B2HDR8	35.689	1.11e-56	181	100	EGBHEG_22050 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q1BCR8	36.559	8.42e-56	179	97	EGBHEG_22050 Bifunctional protein FolD	1	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0LRU9	35.069	6.60e-56	179	98	EGBHEG_22050 Bifunctional protein FolD	1	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_B0RDR2	32.990	6.12e-55	177	96	EGBHEG_22050 Bifunctional protein FolD	4	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_Q0RNE2	34.520	1.06e-53	173	99	EGBHEG_22050 Bifunctional protein FolD	3	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_O32879	35.252	1.76e-53	172	98	EGBHEG_22050 Bifunctional protein FolD	1	275	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A8LWI0	29.964	2.43e-53	172	98	EGBHEG_22050 Bifunctional protein FolD	4	280	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A6LP88	37.546	3.68e-52	169	97	EGBHEG_22050 Bifunctional protein FolD	16	282	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHENYLTHFCYCLOHYDRO-RXN	methenyltetrahydrofolate cyclohydrolase	3.5.4.9		UniRef90_A0JTZ0	34.256	1.58e-49	163	95	EGBHEG_22050 Bifunctional protein FolD	3	279	|1CMET2-PWY|	good_blast	NA	rxn01211 rxn24147 rxn34053 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q818R5	50.542	9.27e-93	273	97	EGBHEG_22050 Bifunctional protein FolD	4	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_P54382	45.848	2.29e-85	254	98	EGBHEG_22050 Bifunctional protein FolD	4	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q5M583	44.043	1.54e-84	252	98	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q0AB42	39.286	1.18e-78	237	98	EGBHEG_22050 Bifunctional protein FolD	3	281	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q2FZJ6	42.599	2.46e-78	236	97	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A4VTM4	41.241	2.61e-76	231	97	EGBHEG_22050 Bifunctional protein FolD	4	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_P24186	41.219	3.46e-75	228	97	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q12A51	39.068	2.31e-74	226	99	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1WUN4	38.214	4.03e-74	226	97	EGBHEG_22050 Bifunctional protein FolD	3	281	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q83EK7	39.068	1.47e-73	224	99	EGBHEG_22050 Bifunctional protein FolD	1	278	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q8EG21	39.785	3.02e-71	218	98	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A8FTH7	39.785	4.79e-70	215	98	EGBHEG_22050 Bifunctional protein FolD	2	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A1B5A7	39.643	2.36e-69	214	94	EGBHEG_22050 Bifunctional protein FolD	1	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A9BWT7	39.427	2.82e-68	211	98	EGBHEG_22050 Bifunctional protein FolD	3	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_Q82QG3	35.766	5.24e-68	210	94	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_B6IVC0	38.596	2.90e-67	209	94	EGBHEG_22050 Bifunctional protein FolD	3	276	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
METHYLENETHFDEHYDROG-NADP-RXN	methylenetetrahydrofolate dehydrogenase	1.5.1.5		UniRef90_A5WGG4	38.351	1.21e-67	209	96	EGBHEG_22050 Bifunctional protein FolD	5	279	|1CMET2-PWY|	good_blast	NA	rxn00907 rxn32777 	NA	0	1
