# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-9141	2-epi-5-epi-valiolone epimerase	5.1.3.33	NA	UniRef90_A1YPR3	26.761	2.28e-06	41.2	77	EGBHEG_00125	6	123	|PWY-5818|	bad_blast	NA	 	NA	0	NA
RXN-10904	glutathione lyase	NA	NA	UniRef50_A0A2A7SKX2	62.698	1.4399999999999997e-54	163	100	EGBHEG_00125	1	125	|PWY-6341|	bad_blast	NA	 	NA	0	NA
STIZOLOBINATE-SYNTHASE-RXN	L-dopa 2,3-dioxygenase	1.13.11.30	NA	UniRef50_K0EYS2	24.476	0.42	26.2	90	EGBHEG_00125	5	123	|PWY-6955|	bad_blast	NA	rxn01495 rxn03155 rxn03156 	NA	0	NA
STIZOLOBINATE-SYNTHASE-RXN	L-dopa 2,3-dioxygenase	1.13.11.30	NA	UniRef50_K0EYS2	24.476	0.42	26.2	90	EGBHEG_00125	5	123	|PWY-8379|	bad_blast	NA	rxn01495 rxn03155 rxn03156 	NA	0	NA
RXN-17941	tRNA ligase	NA	NA	UniRef90_A3N2F0	43.547	0	766	99	EGBHEG_00135	2	869	|PWY-6689|	good_blast	keyenzyme	 	Subunit undefined	0	1
RXN-21088	phosphoenolpyruvate guanylyltransferase	2.7.7.68	NA	UniRef50_A0A9E1JGB3	23.864	0.26	28.1	75	EGBHEG_00135	93	251	|PWY-8112|	bad_blast	NA	rxn16234 rxn24596 	NA	0	NA
ISOLEUCINE--TRNA-LIGASE-RXN	isoleucine-tRNA ligase	6.1.1.5	NA	UniRef90_Q45477	25.938	2.77e-87	294	99	EGBHEG_00135	20	849	|TRNA-CHARGING-PWY|	good_blast	full	rxn06440 rxn19948 rxn38160 	NA	0	1
LEUCINE--TRNA-LIGASE-RXN	leucine-tRNA ligase	6.1.1.4	NA	UniRef90_A3DEU0	26.304	4.0600000000000003e-66	233	94	EGBHEG_00135	9	740	|TRNA-CHARGING-PWY|	good_blast	full	rxn06441 rxn20029 rxn38165 	Subunit undefined	0	1
VALINE--TRNA-LIGASE-RXN	valine-tRNA ligase	6.1.1.9	NA	UniRef90_Q891R5	59.024	0	1086	99	EGBHEG_00135	2	876	|TRNA-CHARGING-PWY|	good_blast	full	rxn06449 rxn27438 	NA	0	1
RXN-21088	2-phospho-L-lactate guanylyltransferase	2.7.7.68	NA	UniRef50_A0A9E1JGB3	23.864	0.26	28.1	75	EGBHEG_00135	93	251	F420-3-BIOSYN-ARCHAEA	bad_blast	NA	rxn16234 rxn24596 	NA	0	NA
RXN0-2921	5,10-methylene-tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	6.3.2.17	NA	UniRef90_P15925	33.485	2.1800000000000002e-73	233	99	EGBHEG_00145	1	423	|PWY-2161|	good_blast	threshold	rxn00689 rxn01210 rxn01603 rxn06627 rxn06882 rxn15454 rxn27860 rxn36719 rxn36720 rxn38875 	NA	0	1
RXN2DNV-43	tetrahydrofolate synthase	6.3.2.12	NA	UniRef50_A0A0D0SCS0	40	2.9e-101	305	98	EGBHEG_00145	1	421	|PWY2DNV-11|	good_blast	NA	rxn01210 rxn01603 	NA	0	1
DIHYDROFOLATESYNTH-RXN	dihydrofolate synthetase	6.3.2.12	NA	UniRef50_A0A0D0SCS0	40	2.9e-101	305	98	EGBHEG_00145	1	421	|PWY-6614|	good_blast	full	rxn01210 rxn01603 	NA	0	1
DIHYDROFOLATESYNTH-RXN	dihydrofolate synthase	6.3.2.12	NA	UniRef50_A0A0D0SCS0	40	2.9e-101	305	98	EGBHEG_00145	1	421	FOLATE-SYN-GS1	good_blast	keyenzyme	rxn01210 rxn01603 	NA	0	1
TETHYDPICSUCC-RXN	tetrahydrodipicolinate succinylase	2.3.1.117	NA	UniRef90_Q1RHE0	35.377	6.55e-25	96.3	77	EGBHEG_00195	73	251	|DAPLYSINESYN-PWY|	bad_blast	NA	rxn03031 	NA	0	NA
2.3.1.89-RXN	tetrahydrodipicolinate acetyltransferase	2.3.1.89	NA	UniRef90_A0PZL5	70.259	6.16e-118	333	98	EGBHEG_00195	20	251	|PWY-2941|	good_blast	full	rxn03030 	NA	0	1
RXN-13589	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	2.3.1.201	NA	UniRef90_G3XD01	25.85	4.4e-11	56.2	77	EGBHEG_00195	112	233	|PWY-7090|	bad_blast	NA	 	NA	0	NA
RXN-21324	acetyltransferase	NA	NA	UniRef90_A0PZL5	70.259	6.16e-118	333	98	EGBHEG_00195	20	251	|PWY-8133|	good_blast	NA	 	Subunit undefined	0	1
RXN-14698	GDP-perosamine N-acetyltransferase	2.3.1.227	NA	UniRef90_Q7DBF7	26.977	8.77e-12	58.9	88	EGBHEG_00195	31	236	|PWY-8225|	bad_blast	NA	 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|ALACAT2-PWY|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|ALANINE-DEG3-PWY|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|ALANINE-SYN2-PWY|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
VALINE-PYRUVATE-AMINOTRANSFER-RXN	valine-pyruvate aminotransferase	2.6.1.66	NA	UniRef90_P96847	31.667	5.5999999999999997e-45	155	91	EGBHEG_00200	32	386	|ALANINE-VALINESYN-PWY|	bad_blast	NA	rxn00904 rxn33939 	NA	0	NA
RXN-10814	L-phenylalanine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|ANAPHENOXI-PWY|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|ASPARTATE-DEG1-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|ASPARTATESYN-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
4.4.1.14-RXN	1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	NA	UniRef50_A0A8C8G6F7	30.423	7.83e-54	179	89	EGBHEG_00200	31	379	|ETHYL-PWY|	bad_blast	NA	rxn00128 	NA	0	NA
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|GLUTDEG-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|MALATE-ASPARTATE-SHUTTLE-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
RXN-10814	phenylalanine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PHESYN|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
R15-RXN	methionine transaminase	2.6.1.88	NA	UniRef90_P77806	28.977	2.2099999999999997e-54	181	88	EGBHEG_00200	31	379	|PWY-1186|	bad_blast	NA	rxn14382 rxn20668 rxn37695 	NA	0	NA
PREPHENATE-TRANSAMINE-RXN	aspartate-prephenate aminotransferase	2.6.1.79	NA	UniRef90_Q82WA8	34.959	1.16e-69	221	92	EGBHEG_00200	32	385	|PWY-3461|	good_blast	NA	rxn05036 rxn28083 	NA	0	1
PREPHENATE-ASP-TRANSAMINE-RXN	glutamate-prephenate aminotransferase	2.6.1.78	NA	UniRef90_Q8KDS8	37.084	6.67e-76	237	97	EGBHEG_00200	5	380	|PWY-3461|	good_blast	NA	rxn01270 	NA	0	1
PREPHENATE-TRANSAMINE-RXN	aspartate-prephenate aminotransferase	2.6.1.79	NA	UniRef90_Q82WA8	34.959	1.16e-69	221	92	EGBHEG_00200	32	385	|PWY-3462|	good_blast	NA	rxn05036 rxn28083 	NA	0	1
PREPHENATE-ASP-TRANSAMINE-RXN	glutamate-prephenate aminotransferase	2.6.1.78	NA	UniRef90_Q8KDS8	37.084	6.67e-76	237	97	EGBHEG_00200	5	380	|PWY-3462|	good_blast	NA	rxn01270 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine transaminase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-3581|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY3O-4108|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
2.6.1.14-RXN	asparagine aminotransferase	2.6.1.14	NA	UniRef90_Q8DTM1	38.736	1.84e-76	238	92	EGBHEG_00200	32	386	|PWY-4002|	good_blast	NA	rxn05983 rxn05984 rxn17651 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5048|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-10814	L-phenylalanine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5079|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5081|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5151|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-8915	S-ethyl-L-cysteine beta-lyase	NA	NA	sp|Q64HC5|CBL_CORST	25.562	1.2e-25	102	93	EGBHEG_00200	29	381	|PWY-5708|	bad_blast	NA	 	NA	0	NA
RXN-8956	L-arginine:pyruvate transaminase	2.6.1.84	NA	UniRef90_Q9HUI9	36.571	2.2e-71	225	88	EGBHEG_00200	34	381	|PWY-5742|	good_blast	NA	rxn11731 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5754|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	TRYPTOPHAN-AMINOTRANSFERASE-RXN	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-581|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-5886|	good_blast	full	rxn00483 rxn01947 rxn06810 	NA	0	1
R15-RXN	L-methionine transaminase	2.6.1.88	NA	UniRef90_P77806	28.977	2.2099999999999997e-54	181	88	EGBHEG_00200	31	379	|PWY-6053|	bad_blast	NA	rxn14382 rxn20668 rxn37695 	NA	0	NA
PREPHENATE-TRANSAMINE-RXN	aspartate-prephenate aminotransferase	2.6.1.79	NA	UniRef90_Q82WA8	34.959	1.16e-69	221	92	EGBHEG_00200	32	385	|PWY-6120|	good_blast	NA	rxn05036 rxn28083 	NA	0	1
PREPHENATE-ASP-TRANSAMINE-RXN	glutamate-prephenate aminotransferase	2.6.1.78	NA	UniRef90_Q8KDS8	37.084	6.67e-76	237	97	EGBHEG_00200	5	380	|PWY-6120|	good_blast	NA	rxn01270 	NA	0	1
RXN-10814	L-phenylalanine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-6318|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
RXN-11484	8-amino-7-oxononanoate synthase	2.3.1.47	NA	UniRef90_B7ID58	24.93	7.84e-07	46.6	86	EGBHEG_00200	41	387	|PWY-6519|	bad_blast	NA	rxn02297 rxn21864 	NA	0	NA
7KAPSYN-RXN	8-amino-7-oxononanoate synthase	2.3.1.47	NA	UniRef90_B7ID58	24.93	7.84e-07	46.6	86	EGBHEG_00200	41	387	|PWY-6578|	bad_blast	NA	rxn02297 rxn21864 	NA	0	NA
RXN-11737	L-cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-6638|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
RXN-11737	L-cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-6642|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
RXN-11737	cysteate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-6643|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
R15-RXN	R15-RXN	2.6.1.88	NA	UniRef90_P77806	28.977	2.2099999999999997e-54	181	88	EGBHEG_00200	31	379	|PWY-6854|	bad_blast	NA	rxn14382 rxn20668 rxn37695 	NA	0	NA
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-7115|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ALANINE-AMINOTRANSFERASE-RXN	alanine transaminase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|PWY-7115|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
RXN-13697	aspartate aminotransferase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-7117|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
RXN-13698	alanine transaminase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|PWY-7117|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
RXN-11484	8-amino-7-oxononanoate synthase	2.3.1.47	NA	UniRef90_B7ID58	24.93	7.84e-07	46.6	86	EGBHEG_00200	41	387	|PWY-7147|	bad_blast	NA	rxn02297 rxn21864 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine transaminase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|PWY-7383|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-7383|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	TYROSINE-AMINOTRANSFERASE-RXN	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-7514|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-7518|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-17979	4-dedimethylamino-4-oxo-anhydrotetracycline transaminase	NA	NA	UniRef90_Q3S8P9	25.14	3.5399999999999995e-23	95.5	91	EGBHEG_00200	29	373	|PWY-7812|	bad_blast	NA	 	NA	0	NA
RXN-10814	L-phenylalanine transaminase	2.6.1.1/2.6.1.57/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-8014|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	L-tyrosine transaminase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-8016|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2	NA	UniRef90_P77434	29.805	5.66e-50	169	87	EGBHEG_00200	32	385	|PWY-8189|	bad_blast	NA	rxn00191 rxn33940 	NA	0	NA
RXN-11484	8-amino-7-oxononanoate synthase	2.3.1.47	NA	UniRef90_B7ID58	24.93	7.84e-07	46.6	86	EGBHEG_00200	41	387	|PWY-8203|	bad_blast	NA	rxn02297 rxn21864 	NA	0	NA
ASPAMINOTRANS-RXN	ASPAMINOTRANS-RXN	2.6.1.1	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|TCA-1|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan aminotransferase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|TRPIAACAT-PWY|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|TRPKYNCAT-PWY|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|TYRFUMCAT-PWY|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
TYROSINE-AMINOTRANSFERASE-RXN	tyrosine aminotransferase	2.6.1.1/2.6.1.57/2.6.1.5/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|TYRSYN|	good_blast	keyenzyme	rxn00483 rxn01947 rxn06810 	NA	0	1
TRYPTOPHAN-AMINOTRANSFERASE-RXN	L-tryptophan transaminase	2.6.1.1/2.6.1.27	NA	UniRef90_P23034	38.95	4.589999999999999e-81	250	91	EGBHEG_00200	32	385	|PWY-8017-2|	good_blast	NA	rxn00483 rxn01947 rxn06810 	NA	0	1
RXN-14014	4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8/1.3.1.26	NA	UniRef90_Q0TP54	40.784	1.3e-65	201	98	EGBHEG_00215	1	253	|DAPLYSINESYN-PWY|	good_blast	NA	rxn02928 rxn02929 rxn19543 	NA	0	1
RXN-14014	4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8/1.3.1.26	NA	UniRef90_Q0TP54	40.784	1.3e-65	201	98	EGBHEG_00215	1	253	|PWY-2941|	good_blast	full	rxn02928 rxn02929 rxn19543 	NA	0	1
RXN-14014	4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8/1.3.1.26	NA	UniRef90_Q0TP54	40.784	1.3e-65	201	98	EGBHEG_00215	1	253	|PWY-2942|	good_blast	full	rxn02928 rxn02929 rxn19543 	NA	0	1
RXN-14014	4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8/1.3.1.26	NA	UniRef90_Q0TP54	40.784	1.3e-65	201	98	EGBHEG_00215	1	253	|PWY-5097|	good_blast	full	rxn02928 rxn02929 rxn19543 	NA	0	1
DIHYDRODIPICSYN-RXN	4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7/4.2.1.52	NA	UniRef90_A1ATI8	46.479	9.24e-89	263	98	EGBHEG_00220	3	286	|DAPLYSINESYN-PWY|	good_blast	NA	rxn01644 rxn33984 	NA	0	1
DHDOGALDOL-RXN	2-keto-3-deoxygluconate aldolase	4.1.2.51	NA	UniRef90_P75682	32.342	3.91e-39	135	88	EGBHEG_00220	28	287	|NPGLUCAT-PWY|	bad_blast	NA	 	NA	0	NA
RXN0-7390	N-acetylneuraminate lyase	4.1.3.3	NA	UniRef90_Q92WP0	29.749	2.32e-35	125	92	EGBHEG_00220	10	286	|PWY0-1324|	bad_blast	NA	rxn01322 rxn15266 rxn15267 rxn19038 	NA	0	NA
DIHYDRODIPICSYN-RXN	4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7/4.2.1.52	NA	UniRef90_A1ATI8	46.479	9.24e-89	263	98	EGBHEG_00220	3	286	|PWY-2941|	good_blast	full	rxn01644 rxn33984 	NA	0	1
DIHYDRODIPICSYN-RXN	4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7/4.2.1.52	NA	UniRef90_A1ATI8	46.479	9.24e-89	263	98	EGBHEG_00220	3	286	|PWY-2942|	good_blast	full	rxn01644 rxn33984 	NA	0	1
DIHYDRODIPICSYN-RXN	4-hydroxy-tetrahydrodipicolinate synthase	4.3.3.7/4.2.1.52	NA	UniRef90_A1ATI8	46.479	9.24e-89	263	98	EGBHEG_00220	3	286	|PWY-5097|	good_blast	full	rxn01644 rxn33984 	NA	0	1
3.5.4.22-RXN	delta1-pyrroline-4-hydroxy-2-carboxylate deaminase	3.5.4.22	NA	UniRef50_A0A6L8Q200	30.45	1.3500000000000002e-43	147	97	EGBHEG_00220	1	286	|PWY-5159|	bad_blast	NA	rxn01635 	NA	0	NA
RXN-8615	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase	4.1.2.45	NA	UniRef90_Q9X9Q6	23.047	1.08e-12	63.5	77	EGBHEG_00220	5	245	|PWY-5427|	bad_blast	NA	rxn03484 	NA	0	NA
