# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	|PWY-621|	good_blast	keyenzyme	rxn00216 rxn01169 rxn15249 	NA	0	1
N-ACETYLGLUCOSAMINE-KINASE-RXN	N-acetylglucosamine kinase	2.7.1.59	NA	tr|Q5GBH5|Q5GBH5_BACFG	34.365	1.49e-48	161	95	OCPOBL_00040	2	310	|PWY-6906|	bad_blast	NA	rxn00892 rxn15155 	NA	0	NA
MANNKIN-RXN	MANNKIN-RXN	2.7.1.7	NA	tr|Q5GBH5|Q5GBH5_BACFG	34.365	1.49e-48	161	95	OCPOBL_00040	2	310	|PWY-6992|	bad_blast	NA	rxn00975 rxn20176 	NA	0	NA
RXN-13547	N-acetylgalactosamine kinase	NA	NA	UniRef90_A0KYQ6	30.573	1.02e-36	130	95	OCPOBL_00040	7	310	|PWY-7077|	bad_blast	NA	rxn14056 rxn90025 	NA	0	NA
GLUCOKIN-RXN	ATP:D-glucose 6-phosphotransferase	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	|PWY-7238|	good_blast	NA	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	|PWY-7385|	good_blast	NA	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	|TREDEGLOW-PWY|	good_blast	full	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	|UDPNACETYLGALSYN-PWY|	good_blast	NA	rxn00216 rxn01169 rxn15249 	NA	0	1
GLUCOKIN-RXN	GLUCOKIN-RXN	2.7.1.1/2.7.1.2	NA	UniRef90_P54495	38.762	3.35e-69	214	95	OCPOBL_00040	4	308	BIFIDOSHUNT2	good_blast	NA	rxn00216 rxn01169 rxn15249 	NA	0	1
RXN-16650	peptidoglycan glycosyltransferase	2.4.99.28	NA	UniRef90_O87579	29.474	3.4200000000000004e-72	250	90	OCPOBL_00045	25	747	|PWY0-1586|	good_blast	NA	rxn06718 rxn07070 rxn17510 rxn21612 rxn21617 rxn21659 rxn21662 rxn26334 	NA	0	1
RXN-16649	D-alanyl-D-alanine carboxypeptidase	3.4.16.4	NA	UniRef90_O87579	29.474	3.4200000000000004e-72	250	90	OCPOBL_00045	25	747	|PWY0-1586|	good_blast	NA	rxn08890 rxn08891 rxn08892 rxn08893 rxn08894 rxn18060 rxn21365 rxn21618 rxn21663 	NA	0	1
RXN0-4222	RNase BN ribonuclease	3.1.13.1/3.1.4.20	NA	sp|P0A8V0|RBN_ECOLI	30.466	5.44e-25	98.2	89	OCPOBL_00080	2	267	|PWY0-1479|	bad_blast	NA	rxn17795 rxn26074 rxn26401 rxn26421 rxn26422 rxn27550 	NA	0	NA
RXN-12436	glycosulfatase	NA	NA	UniRef50_E8N100	22.857	3.43e-11	58.2	97	OCPOBL_00080	1	294	|PWY-6821|	bad_blast	NA	 	NA	0	NA
RXN-14570	N6-L-threonylcarbamoyladenine synthase	2.3.1.234	NA	UniRef90_Q6I4E9	48.788	1.15e-109	319	96	OCPOBL_00085	7	334	|PWY0-1587|	good_blast	NA	 	NA	0	1
2.1.1.79-RXN	cyclopropane fatty acyl phospholipid synthase	2.1.1.79	NA	UniRef90_P0A9H7	37.791	1.25e-63	205	87	OCPOBL_00305	49	390	|PWY0-541|	good_blast	full	rxn06373 rxn08206 rxn08207 rxn08208 rxn08209 rxn17437 rxn24288 rxn26626 rxn37910 	NA	0	1
TOCOPHEROL-O-METHYLTRANSFERASE-RXN	gamma-tocopherol methyltransferase	2.1.1.95	NA	UniRef50_U2FTA4	32.225	2.4e-58	192	92	OCPOBL_00305	1	380	|PWY-1422|	bad_blast	NA	rxn05004 rxn07335 	NA	0	NA
RXN-4021	sterol methyltransferase	2.1.1.41	NA	UniRef50_U2FU76	39.332	7.39e-87	266	93	OCPOBL_00305	13	395	|PWY-2541|	good_blast	NA	rxn03063 rxn07312 	NA	0	1
2.1.1.143-RXN	sterol 24C methyltransferase	2.1.1.143	NA	UniRef50_A0A1V0RIH1	34.67	8.39e-57	188	80	OCPOBL_00305	48	380	|PWY-2541|	bad_blast	NA	rxn04028 	NA	0	NA
RXN-5763	N-dimethylethanolamine N-methyltransferase	NA	NA	UniRef50_A0A1L3LHT3	22.778	0.04	30.4	81	OCPOBL_00305	111	281	|PWY-3542|	bad_blast	NA	 	NA	0	NA
2.1.1.140-RXN	(S)-coclaurine N-methyltransferase	2.1.1.140	NA	UniRef50_A0A8B4N4B4	25.532	1.27e-21	90.9	80	OCPOBL_00305	99	366	|PWY-3581|	bad_blast	NA	rxn03208 rxn17413 	NA	0	NA
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY3O-19|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
RXN3O-102	3-demethylubiquinol-6 3-O-methyltransferase	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY3O-19|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
RXN-7421	cyclopropane synthase	2.1.1.79	NA	UniRef90_P0A9H7	37.791	1.25e-63	205	87	OCPOBL_00305	49	390	|PWY-4942|	good_blast	NA	rxn06373 rxn08206 rxn08207 rxn08208 rxn08209 rxn17437 rxn24288 rxn26626 rxn37910 	NA	0	1
RXN-9225	RXN-9225	2.1.1.222	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5855|	bad_blast	NA	rxn03395 rxn14029 rxn22480 rxn22481 rxn22482 rxn22483 	NA	0	NA
RXN-9227	2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY-5855|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
RXN-9229	3-demethylubiquinone-7 3-O-methyltransferase	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5855|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
RXN-9240	RXN-9240	2.1.1.222	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5856|	bad_blast	NA	rxn03395 rxn14029 rxn22480 rxn22481 rxn22482 rxn22483 	NA	0	NA
2.1.1.64-RXN	2.1.1.64-RXN	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5856|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
RXN-9242	RXN-9242	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY-5856|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
RXN-9233	2-decaprenyl-6-hydroxyphenol methylase	2.1.1.222	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5857|	bad_blast	NA	rxn03395 rxn14029 rxn22480 rxn22481 rxn22482 rxn22483 	NA	0	NA
RXN-9235	6-decaprenyl-2-methoxy-1,4-benzoquinol methylase	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY-5857|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
RXN-9237	3-demethylubiquinol-10 3-O-methyltransferase	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5857|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
DHHB-METHYLTRANSFER-RXN	3-demethylubiquinol 3-O-methyltransferase	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5870|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2-methoxy-6-octaprenyl-1,4-benzoquinol methylase	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY-5870|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
2.1.1.64-RXN	3-demethylubiquinone-9 3-O-methyltransferase	2.1.1.64	NA	UniRef90_Q9JXI7	22.335	0.002	34.7	77	OCPOBL_00305	148	324	|PWY-5871|	bad_blast	NA	rxn05003 rxn06942 rxn08353 rxn11946 rxn15785 rxn17428 rxn22118 rxn22119 rxn22120 rxn26731 rxn30573 	NA	0	NA
RXN-9242	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	2.1.1.201	NA	UniRef90_Q5NFE1	22.433	0.004	34.3	93	OCPOBL_00305	100	344	|PWY-5871|	bad_blast	NA	rxn03391 rxn03397 rxn09039 rxn15783 rxn16585 rxn22107 rxn22108 rxn22109 rxn22110 rxn22111 	NA	0	NA
